country,year,iso_code,population,gdp,biofuel_consumption,biofuel_share_energy,carbon_intensity_elec,coal_consumption,coal_share_energy,fossil_fuel_consumption,fossil_share_energy,gas_consumption,gas_share_energy,greenhouse_gas_emissions,hydro_consumption,hydro_share_energy,low_carbon_consumption,low_carbon_share_energy,nuclear_consumption,nuclear_share_energy,oil_consumption,oil_share_energy,other_renewable_consumption,other_renewables_share_energy,primary_energy_consumption,renewables_consumption,renewables_share_energy,solar_consumption,solar_share_energy,wind_consumption,wind_share_energy
ASEAN (Ember),2000,,,,,,500.231,,,,,,,184.41,,,,,,,,,,,,,,,,,
ASEAN (Ember),2001,,,,,,499.358,,,,,,,198.34,,,,,,,,,,,,,,,,,
ASEAN (Ember),2002,,,,,,505.652,,,,,,,213.8,,,,,,,,,,,,,,,,,
ASEAN (Ember),2003,,,,,,513.698,,,,,,,229.7,,,,,,,,,,,,,,,,,
ASEAN (Ember),2004,,,,,,520.91,,,,,,,252.61,,,,,,,,,,,,,,,,,
ASEAN (Ember),2005,,,,,,525.789,,,,,,,268.51,,,,,,,,,,,,,,,,,
ASEAN (Ember),2006,,,,,,525.277,,,,,,,280.85,,,,,,,,,,,,,,,,,
ASEAN (Ember),2007,,,,,,529.352,,,,,,,298.56,,,,,,,,,,,,,,,,,
ASEAN (Ember),2008,,,,,,518.096,,,,,,,305.77,,,,,,,,,,,,,,,,,
ASEAN (Ember),2009,,,,,,519.021,,,,,,,317.21,,,,,,,,,,,,,,,,,
ASEAN (Ember),2010,,,,,,523.399,,,,,,,351.86,,,,,,,,,,,,,,,,,
ASEAN (Ember),2011,,,,,,521.27,,,,,,,368.71,,,,,,,,,,,,,,,,,
ASEAN (Ember),2012,,,,,,519.454,,,,,,,395.46,,,,,,,,,,,,,,,,,
ASEAN (Ember),2013,,,,,,513.732,,,,,,,413.78,,,,,,,,,,,,,,,,,
ASEAN (Ember),2014,,,,,,518.906,,,,,,,440.93,,,,,,,,,,,,,,,,,
ASEAN (Ember),2015,,,,,,534.347,,,,,,,474.65,,,,,,,,,,,,,,,,,
ASEAN (Ember),2016,,,,,,530.912,,,,,,,509.49,,,,,,,,,,,,,,,,,
ASEAN (Ember),2017,,,,,,515.5,,,,,,,518.32,,,,,,,,,,,,,,,,,
ASEAN (Ember),2018,,,,,,522.01,,,,,,,555.45,,,,,,,,,,,,,,,,,
ASEAN (Ember),2019,,,,,,541.692,,,,,,,605.13,,,,,,,,,,,,,,,,,
ASEAN (Ember),2020,,,,,,535.228,,,,,,,591.33,,,,,,,,,,,,,,,,,
ASEAN (Ember),2021,,,,,,525.466,,,,,,,606.43,,,,,,,,,,,,,,,,,
ASEAN (Ember),2022,,,,,,502.734,,,,,,,615.95,,,,,,,,,,,,,,,,,
Africa,1900,,138752199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1901,,139021447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1902,,139489077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1903,,139992790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1904,,140510536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1905,,141042447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1906,,141588654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1907,,142149308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1908,,142724535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1909,,143305202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1910,,144064903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1911,,144480832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1912,,145067004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1913,,145657208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1914,,146256012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1915,,146863516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1916,,147479796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1917,,148104957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1918,,148713464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1919,,149572638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1920,,150861520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1921,,152062212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1922,,153693154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1923,,155594335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1924,,157523780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1925,,159481926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1926,,161469210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1927,,163486087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1928,,165533025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1929,,167612506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1930,,169924067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1931,,171875191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1932,,174050964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1933,,176265430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1934,,178512860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1935,,180793768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1936,,183108678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1937,,185458104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1938,,187842584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1939,,190381812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1940,,193306256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1941,,195943401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1942,,198975492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1943,,202181814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1944,,205448384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1945,,208776384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1946,,212172008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1947,,215621479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1948,,219141050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1949,,223001287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1950,,227549730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1951,,232484439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1952,,237586485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1953,,242837870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1954,,248245229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1955,,253848117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1956,,259631766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1957,,265515596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1958,,271429963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1959,,277648583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1960,,284288223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1961,,291177974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1962,,298334455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1963,,305755585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1964,,313466087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1965,,321447378.0,,,,,323.496,45.161,675.202,94.26,9.572,1.336,,41.119,5.74,41.119,5.74,0.0,0.0,342.134,47.763,,,716.321,41.119,5.74,,,0.0,0.0
Africa,1966,,329658389.0,,,,,323.122,43.075,704.27,93.886,10.698,1.426,,45.863,6.114,45.863,6.114,0.0,0.0,370.45,49.385,,,750.133,45.863,6.114,,,0.0,0.0
Africa,1967,,338159967.0,,,,,330.292,43.578,710.059,93.683,10.574,1.395,,47.876,6.317,47.876,6.317,0.0,0.0,369.194,48.71,,,757.934,47.876,6.317,,,0.0,0.0
Africa,1968,,346980412.0,,,,,343.513,42.907,744.596,93.005,10.717,1.339,,56.0,6.995,56.0,6.995,0.0,0.0,390.366,48.759,,,800.596,56.0,6.995,,,0.0,0.0
Africa,1969,,356070643.0,,,,,346.643,42.136,757.316,92.056,12.52,1.522,,65.352,7.944,65.352,7.944,0.0,0.0,398.153,48.398,,,822.668,65.352,7.944,,,0.0,0.0
Africa,1970,,365450443.0,,,,,360.757,40.397,811.332,90.851,15.549,1.741,,81.703,9.149,81.703,9.149,0.0,0.0,435.027,48.713,,,893.035,81.703,9.149,,,0.0,0.0
Africa,1971,,375086296.0,,,,,383.012,40.183,875.723,91.875,18.405,1.931,,76.921,8.07,77.445,8.125,0.0,0.0,474.305,49.761,0.524,0.055,953.168,77.445,8.125,0.0,0.0,0.0,0.0
Africa,1972,,384930776.0,,,,,384.211,38.125,919.611,91.253,24.671,2.448,,87.625,8.695,88.152,8.747,0.0,0.0,510.73,50.68,0.527,0.052,1007.763,88.152,8.747,0.0,0.0,0.0,0.0
Africa,1973,,395212420.0,,,,,408.91,37.463,998.266,91.458,39.552,3.624,,92.689,8.492,93.232,8.542,0.0,0.0,549.804,50.372,0.543,0.05,1091.498,93.232,8.542,0.0,0.0,0.0,0.0
Africa,1974,,406069208.0,,,,,425.646,37.144,1039.903,90.748,44.518,3.885,,105.467,9.204,106.026,9.252,0.0,0.0,569.739,49.718,0.559,0.049,1145.929,106.026,9.252,0.0,0.0,0.0,0.0
Africa,1975,,417556976.0,,,,,451.08,37.142,1102.39,90.771,53.638,4.417,,111.532,9.184,112.081,9.229,0.0,0.0,597.671,49.212,0.549,0.045,1214.47,112.081,9.229,0.0,0.0,0.0,0.0
Africa,1976,,429573262.0,,,,,481.074,36.477,1194.641,90.584,60.981,4.624,,123.595,9.372,124.186,9.416,0.0,0.0,652.585,49.482,0.591,0.045,1318.827,124.186,9.416,0.0,0.0,0.0,0.0
Africa,1977,,441701768.0,,,,,491.698,35.335,1255.128,90.197,68.234,4.903,,135.811,9.76,136.414,9.803,0.0,0.0,695.195,49.959,0.603,0.043,1391.542,136.414,9.803,0.0,0.0,0.0,0.0
Africa,1978,,454463053.0,,,,,477.816,33.064,1307.552,90.482,97.37,6.738,,136.929,9.475,137.552,9.518,0.0,0.0,732.366,50.679,0.622,0.043,1445.103,137.552,9.518,0.0,0.0,0.0,0.0
Africa,1979,,467976240.0,,,,,507.247,32.217,1427.264,90.65,148.843,9.454,,146.564,9.309,147.205,9.35,0.0,0.0,771.175,48.98,0.642,0.041,1574.47,147.205,9.35,0.0,0.0,0.0,0.0
Africa,1980,,481543145.0,,,,,543.557,32.122,1548.626,91.519,186.914,11.046,,142.857,8.442,143.518,8.481,0.0,0.0,818.155,48.35,0.661,0.039,1692.144,143.518,8.481,0.0,0.0,0.0,0.0
Africa,1981,,495655683.0,,,,,635.799,33.483,1749.783,92.147,228.491,12.033,,148.42,7.816,149.116,7.853,0.0,0.0,885.493,46.632,0.696,0.037,1898.898,149.116,7.853,0.0,0.0,0.0,0.0
Africa,1982,,510540596.0,,,,,701.176,34.649,1874.441,92.627,246.734,12.192,,148.459,7.336,149.213,7.373,0.0,0.0,926.532,45.785,0.753,0.037,2023.654,149.213,7.373,0.0,0.0,0.0,0.0
Africa,1983,,525335348.0,,,,,713.246,34.229,1949.226,93.544,271.275,13.019,,133.795,6.421,134.53,6.456,0.0,0.0,964.704,46.296,0.734,0.035,2083.755,134.53,6.456,0.0,0.0,0.0,0.0
Africa,1984,,540183119.0,,,,,762.898,35.512,2004.837,93.323,259.903,12.098,,131.556,6.124,143.441,6.677,11.137,0.518,982.036,45.713,0.747,0.035,2148.277,132.303,6.159,0.0,0.0,0.0,0.0
Africa,1985,,555652995.0,,,,,787.166,35.212,2073.333,92.746,278.843,12.473,,146.222,6.541,162.162,7.254,15.081,0.675,1007.324,45.06,0.859,0.038,2235.495,147.081,6.579,0.0,0.0,0.0,0.0
Africa,1986,,571646786.0,,,,,805.356,35.303,2103.083,92.189,313.271,13.732,,151.236,6.629,178.188,7.811,24.979,1.095,984.456,43.154,1.973,0.086,2281.272,153.209,6.716,0.0,0.0,0.0,0.0
Africa,1987,,588080029.0,,,,,828.32,35.176,2190.264,93.013,323.384,13.733,,145.059,6.16,164.532,6.987,17.499,0.743,1038.56,44.104,1.973,0.084,2354.796,147.033,6.244,0.0,0.0,0.0,0.0
Africa,1988,,604511530.0,,,,,890.161,35.316,2330.396,92.457,358.445,14.221,,158.475,6.287,190.133,7.543,29.774,1.181,1081.791,42.919,1.884,0.075,2520.53,160.359,6.362,0.0,0.0,0.0,0.0
Africa,1989,,621167964.0,,,,,835.621,33.102,2324.647,92.087,371.471,14.715,,166.408,6.592,199.757,7.913,31.494,1.248,1117.556,44.27,1.855,0.073,2524.404,168.263,6.665,0.0,0.0,0.0,0.0
Africa,1990,,638157571.0,,0.0,0.0,,877.678,33.656,2412.063,92.494,398.645,15.287,,169.301,6.492,195.732,7.506,23.974,0.919,1135.74,43.552,2.456,0.094,2607.795,171.758,6.586,0.0,0.0,0.0,0.0
Africa,1991,,655040869.0,,0.0,0.0,,853.762,32.776,2397.069,92.022,401.636,15.419,,179.346,6.885,207.81,7.978,25.946,0.996,1141.671,43.828,2.518,0.097,2604.879,181.864,6.982,0.0,0.0,0.0,0.0
Africa,1992,,671931834.0,,0.0,0.0,,858.831,32.481,2444.041,92.433,421.27,15.932,,171.092,6.471,200.077,7.567,26.355,0.997,1163.94,44.02,2.629,0.099,2644.118,173.722,6.57,0.0,0.0,0.0,0.0
Africa,1993,,689140286.0,,0.0,0.0,,871.714,32.878,2460.243,92.791,412.644,15.563,,167.61,6.322,191.136,7.209,20.586,0.776,1175.885,44.35,2.934,0.111,2651.378,170.55,6.432,0.0,0.0,0.006,0.0
Africa,1994,,706488557.0,,0.0,0.0,,894.448,32.636,2540.244,92.686,431.828,15.756,,170.311,6.214,200.452,7.314,27.515,1.004,1213.968,44.294,2.61,0.095,2740.697,172.937,6.31,0.0,0.0,0.016,0.001
Africa,1995,,724331972.0,,0.0,0.0,,922.471,32.35,2639.589,92.567,461.243,16.175,,176.736,6.198,211.966,7.433,32.067,1.125,1255.875,44.042,3.145,0.11,2851.555,179.899,6.309,0.0,0.0,0.019,0.001
Africa,1996,,742765067.0,,0.0,0.0,,935.228,31.982,2702.619,92.422,484.192,16.558,,184.269,6.301,221.61,7.578,33.412,1.143,1283.199,43.882,3.908,0.134,2924.229,188.198,6.436,0.0,0.0,0.021,0.001
Africa,1997,,761224818.0,,0.0,0.0,,959.019,32.115,2757.126,92.33,474.476,15.889,,188.811,6.323,229.046,7.67,35.886,1.202,1323.631,44.325,4.328,0.145,2986.172,193.16,6.468,0.0,0.0,0.021,0.001
Africa,1998,,779908311.0,,0.0,0.0,,937.039,30.901,2791.333,92.05,499.337,16.467,,197.098,6.5,241.07,7.95,38.593,1.273,1354.957,44.683,5.356,0.177,3032.402,202.477,6.677,0.0,0.0,0.022,0.001
Africa,1999,,799099611.0,,0.0,0.0,,966.011,30.909,2874.499,91.975,504.02,16.127,,209.013,6.688,250.811,8.025,36.425,1.165,1404.469,44.939,5.315,0.17,3125.31,214.386,6.86,0.0,0.0,0.059,0.002
Africa,2000,,818952374.0,,0.0,0.0,566.068,963.73,30.156,2928.547,91.638,556.822,17.424,238.06,222.531,6.963,267.233,8.362,36.916,1.155,1407.994,44.058,7.232,0.226,3195.78,230.317,7.207,0.035,0.001,0.519,0.016
Africa,2001,,839464127.0,,0.0,0.0,562.114,975.926,29.485,3033.457,91.647,634.636,19.174,245.79,237.576,7.178,276.496,8.353,30.218,0.913,1422.895,42.988,7.437,0.225,3309.953,246.278,7.441,0.044,0.001,1.221,0.037
Africa,2002,,860611762.0,,0.491,0.015,558.831,934.422,27.87,3061.847,91.323,670.636,20.002,258.37,248.178,7.402,290.924,8.677,33.586,1.002,1456.789,43.45,7.325,0.218,3352.77,257.338,7.675,0.049,0.001,1.295,0.039
Africa,2003,,882349569.0,,0.541,0.015,567.156,1017.048,28.936,3229.692,91.888,711.536,20.244,275.19,239.477,6.813,285.122,8.112,35.24,1.003,1501.107,42.708,8.252,0.235,3514.813,249.881,7.109,0.058,0.002,1.553,0.044
Africa,2004,,904781595.0,,0.637,0.017,561.783,1119.162,29.654,3473.607,92.037,783.106,20.749,289.47,251.336,6.659,300.518,7.963,36.958,0.979,1571.339,41.635,9.303,0.246,3774.125,263.56,6.983,0.071,0.002,2.214,0.059
Africa,2005,,927898412.0,,0.056,0.001,563.129,1039.073,27.45,3488.187,92.149,808.028,21.346,301.64,254.379,6.72,297.18,7.851,31.029,0.82,1641.086,43.353,9.397,0.248,3785.367,266.151,7.031,0.084,0.002,2.235,0.059
Africa,2006,,951740562.0,,0.072,0.002,564.737,1054.097,27.318,3554.957,92.129,843.748,21.866,315.05,261.918,6.788,303.709,7.871,27.375,0.709,1657.112,42.945,11.81,0.306,3858.666,276.333,7.161,0.108,0.003,2.426,0.063
Africa,2007,,976461747.0,,0.791,0.02,562.653,1071.633,26.754,3692.005,92.173,900.415,22.479,328.19,269.185,6.72,313.503,7.827,30.707,0.767,1719.958,42.94,9.803,0.245,4005.508,282.796,7.06,0.143,0.004,2.873,0.072
Africa,2008,,1001981577.0,,0.61,0.014,558.742,1180.725,27.813,3923.006,92.41,935.503,22.037,331.2,272.483,6.419,322.221,7.59,35.066,0.826,1806.778,42.56,10.172,0.24,4245.228,287.156,6.764,0.204,0.005,3.686,0.087
Africa,2009,,1028200528.0,,0.34,0.008,552.729,1176.002,27.243,3988.265,92.393,941.238,21.805,329.15,278.046,6.441,328.384,7.607,34.318,0.795,1871.025,43.344,10.974,0.254,4316.649,294.066,6.812,0.268,0.006,4.438,0.103
Africa,2010,,1055233717.0,,0.211,0.005,542.173,1165.736,26.192,4097.205,92.056,981.42,22.051,359.52,298.874,6.715,353.547,7.944,36.028,0.809,1950.049,43.814,11.493,0.258,4450.751,317.519,7.134,0.6,0.013,6.341,0.142
Africa,2011,,1082676070.0,,0.505,0.011,541.446,1147.93,25.587,4125.856,91.965,1061.593,23.663,362.65,305.471,6.809,360.464,8.035,34.154,0.761,1916.333,42.715,12.089,0.269,4486.32,326.31,7.273,1.661,0.037,6.584,0.147
Africa,2012,,1110797495.0,,0.607,0.013,540.439,1119.282,23.991,4303.697,92.245,1147.735,24.601,375.8,304.926,6.536,361.793,7.755,34.119,0.731,2036.679,43.654,12.521,0.268,4665.49,327.673,7.023,2.722,0.058,6.898,0.148
Africa,2013,,1140180888.0,,0.589,0.012,534.366,1131.415,23.59,4412.846,92.009,1170.619,24.408,380.96,320.256,6.677,383.246,7.991,36.891,0.769,2110.812,44.011,13.566,0.283,4796.092,346.355,7.222,2.151,0.045,9.794,0.204
Africa,2014,,1170299297.0,,0.568,0.012,527.206,1184.301,24.032,4520.241,91.726,1203.41,24.42,389.51,336.394,6.826,407.756,8.274,35.859,0.728,2132.531,43.274,16.062,0.326,4927.997,371.897,7.547,5.164,0.105,13.708,0.278
Africa,2015,,1201108186.0,,0.714,0.014,527.395,1120.459,22.189,4639.401,91.876,1326.687,26.273,401.4,324.032,6.417,410.208,8.124,31.622,0.626,2192.255,43.414,20.12,0.398,5049.609,378.586,7.497,9.723,0.193,23.996,0.475
Africa,2016,,1232111820.0,,0.65,0.013,522.411,1186.439,22.894,4765.635,91.962,1371.489,26.465,401.75,312.725,6.035,416.569,8.038,38.6,0.745,2207.707,42.602,20.435,0.394,5182.204,377.97,7.294,14.24,0.275,29.92,0.577
Africa,2017,,1263333997.0,,0.637,0.012,515.417,1185.35,22.298,4869.091,91.595,1450.059,27.278,411.87,333.388,6.272,446.786,8.405,36.246,0.682,2233.681,42.019,21.779,0.41,5315.877,410.541,7.723,18.51,0.348,36.227,0.681
Africa,2018,,1295265310.0,,0.988,0.018,509.583,1164.702,21.434,4965.162,91.373,1544.472,28.423,415.32,354.023,6.515,468.771,8.627,29.4,0.541,2255.987,41.517,23.124,0.426,5433.933,439.371,8.086,22.178,0.408,39.059,0.719
Africa,2019,,1327701380.0,,0.855,0.015,500.991,1230.668,22.134,5057.132,90.956,1551.534,27.905,414.58,364.746,6.56,502.825,9.044,33.521,0.603,2274.93,40.916,23.529,0.423,5559.957,469.304,8.441,29.347,0.528,50.826,0.914
Africa,2020,,1360677453.0,,0.872,0.017,492.613,1178.545,22.376,4740.021,89.995,1536.929,29.18,397.79,388.309,7.373,526.955,10.005,24.957,0.474,2024.547,38.439,22.485,0.427,5266.976,501.998,9.531,40.155,0.762,50.177,0.953
Africa,2021,,1393676724.0,,1.11,0.02,488.258,1159.794,20.664,5052.782,90.027,1684.705,30.017,409.81,398.662,7.103,559.718,9.973,31.023,0.553,2208.283,39.346,22.461,0.4,5612.5,528.695,9.42,46.854,0.835,59.609,1.062
Africa,2022,,1426736614.0,,1.122,0.02,,1103.578,19.613,5058.223,89.895,1625.038,28.88,,408.593,7.262,568.603,10.105,25.268,0.449,2329.607,41.402,23.925,0.425,5626.826,543.335,9.656,47.402,0.842,62.294,1.107
Africa (EI),1965,,,,,,,323.496,45.161,675.202,94.26,9.572,1.336,,41.119,5.74,41.119,5.74,0.0,0.0,342.134,47.763,,,716.321,41.119,5.74,,,0.0,0.0
Africa (EI),1966,,,,,,,323.122,43.075,704.27,93.886,10.698,1.426,,45.863,6.114,45.863,6.114,0.0,0.0,370.45,49.385,,,750.133,45.863,6.114,,,0.0,0.0
Africa (EI),1967,,,,,,,330.292,43.578,710.059,93.683,10.574,1.395,,47.876,6.317,47.876,6.317,0.0,0.0,369.194,48.71,,,757.935,47.876,6.317,,,0.0,0.0
Africa (EI),1968,,,,,,,343.513,42.907,744.596,93.005,10.717,1.339,,56.0,6.995,56.0,6.995,0.0,0.0,390.366,48.759,,,800.596,56.0,6.995,,,0.0,0.0
Africa (EI),1969,,,,,,,346.643,42.136,757.316,92.056,12.52,1.522,,65.352,7.944,65.352,7.944,0.0,0.0,398.153,48.398,,,822.668,65.352,7.944,,,0.0,0.0
Africa (EI),1970,,,,,,,360.757,40.397,811.332,90.851,15.548,1.741,,81.703,9.149,81.703,9.149,0.0,0.0,435.027,48.713,,,893.035,81.703,9.149,,,0.0,0.0
Africa (EI),1971,,,,,,,383.012,40.183,875.723,91.875,18.405,1.931,,76.921,8.07,77.445,8.125,0.0,0.0,474.305,49.761,0.524,0.055,953.168,77.445,8.125,0.0,0.0,0.0,0.0
Africa (EI),1972,,,,,,,384.211,38.125,919.611,91.253,24.671,2.448,,87.625,8.695,88.152,8.747,0.0,0.0,510.73,50.68,0.527,0.052,1007.763,88.152,8.747,0.0,0.0,0.0,0.0
Africa (EI),1973,,,,,,,408.91,37.463,998.266,91.458,39.552,3.624,,92.689,8.492,93.232,8.542,0.0,0.0,549.804,50.372,0.543,0.05,1091.498,93.232,8.542,0.0,0.0,0.0,0.0
Africa (EI),1974,,,,,,,425.646,37.144,1039.903,90.748,44.518,3.885,,105.467,9.204,106.026,9.252,0.0,0.0,569.739,49.718,0.559,0.049,1145.929,106.026,9.252,0.0,0.0,0.0,0.0
Africa (EI),1975,,,,,,,451.08,37.142,1102.39,90.771,53.638,4.417,,111.532,9.184,112.081,9.229,0.0,0.0,597.671,49.212,0.549,0.045,1214.471,112.081,9.229,0.0,0.0,0.0,0.0
Africa (EI),1976,,,,,,,481.074,36.477,1194.641,90.584,60.981,4.624,,123.595,9.372,124.186,9.416,0.0,0.0,652.585,49.482,0.591,0.045,1318.826,124.186,9.416,0.0,0.0,0.0,0.0
Africa (EI),1977,,,,,,,491.698,35.335,1255.128,90.197,68.234,4.903,,135.811,9.76,136.414,9.803,0.0,0.0,695.195,49.959,0.603,0.043,1391.542,136.414,9.803,0.0,0.0,0.0,0.0
Africa (EI),1978,,,,,,,477.816,33.064,1307.552,90.482,97.37,6.738,,136.929,9.475,137.552,9.518,0.0,0.0,732.366,50.679,0.622,0.043,1445.103,137.552,9.518,0.0,0.0,0.0,0.0
Africa (EI),1979,,,,,,,507.247,32.217,1427.264,90.65,148.843,9.454,,146.564,9.309,147.205,9.35,0.0,0.0,771.175,48.98,0.642,0.041,1574.47,147.205,9.35,0.0,0.0,0.0,0.0
Africa (EI),1980,,,,,,,543.557,32.122,1548.626,91.519,186.914,11.046,,142.857,8.442,143.518,8.481,0.0,0.0,818.155,48.35,0.661,0.039,1692.144,143.518,8.481,0.0,0.0,0.0,0.0
Africa (EI),1981,,,,,,,635.799,33.483,1749.783,92.147,228.491,12.033,,148.42,7.816,149.116,7.853,0.0,0.0,885.493,46.632,0.696,0.037,1898.898,149.116,7.853,0.0,0.0,0.0,0.0
Africa (EI),1982,,,,,,,701.176,34.649,1874.441,92.627,246.734,12.192,,148.459,7.336,149.213,7.373,0.0,0.0,926.532,45.785,0.753,0.037,2023.654,149.213,7.373,0.0,0.0,0.0,0.0
Africa (EI),1983,,,,,,,713.246,34.229,1949.226,93.544,271.275,13.019,,133.795,6.421,134.53,6.456,0.0,0.0,964.704,46.296,0.734,0.035,2083.755,134.53,6.456,0.0,0.0,0.0,0.0
Africa (EI),1984,,,,,,,762.898,35.512,2004.837,93.323,259.903,12.098,,131.556,6.124,143.441,6.677,11.137,0.518,982.036,45.713,0.747,0.035,2148.277,132.303,6.159,0.0,0.0,0.0,0.0
Africa (EI),1985,,,,,,,787.166,35.212,2073.333,92.746,278.843,12.473,,146.222,6.541,162.162,7.254,15.081,0.675,1007.324,45.06,0.859,0.038,2235.495,147.081,6.579,0.0,0.0,0.0,0.0
Africa (EI),1986,,,,,,,805.356,35.303,2103.083,92.189,313.271,13.732,,151.236,6.629,178.188,7.811,24.979,1.095,984.456,43.154,1.973,0.086,2281.272,153.209,6.716,0.0,0.0,0.0,0.0
Africa (EI),1987,,,,,,,828.32,35.176,2190.264,93.013,323.384,13.733,,145.059,6.16,164.532,6.987,17.499,0.743,1038.56,44.104,1.973,0.084,2354.796,147.033,6.244,0.0,0.0,0.0,0.0
Africa (EI),1988,,,,,,,890.161,35.316,2330.396,92.457,358.445,14.221,,158.475,6.287,190.133,7.543,29.774,1.181,1081.791,42.919,1.884,0.075,2520.53,160.359,6.362,0.0,0.0,0.0,0.0
Africa (EI),1989,,,,,,,835.621,33.102,2324.647,92.087,371.471,14.715,,166.408,6.592,199.757,7.913,31.494,1.248,1117.556,44.27,1.855,0.073,2524.405,168.263,6.665,0.0,0.0,0.0,0.0
Africa (EI),1990,,,,0.0,0.0,,877.678,33.656,2412.063,92.494,398.645,15.287,,169.301,6.492,195.732,7.506,23.974,0.919,1135.74,43.552,2.456,0.094,2607.795,171.758,6.586,0.0,0.0,0.0,0.0
Africa (EI),1991,,,,0.0,0.0,,853.762,32.776,2397.069,92.022,401.636,15.419,,179.346,6.885,207.81,7.978,25.946,0.996,1141.671,43.828,2.518,0.097,2604.879,181.864,6.982,0.0,0.0,0.0,0.0
