country,year,iso_code,population,gdp,biofuel_consumption,biofuel_share_energy,carbon_intensity_elec,coal_consumption,coal_share_energy,fossil_fuel_consumption,fossil_share_energy,gas_consumption,gas_share_energy,greenhouse_gas_emissions,hydro_consumption,hydro_share_energy,low_carbon_consumption,low_carbon_share_energy,nuclear_consumption,nuclear_share_energy,oil_consumption,oil_share_energy,other_renewable_consumption,other_renewables_share_energy,primary_energy_consumption,renewables_consumption,renewables_share_energy,solar_consumption,solar_share_energy,wind_consumption,wind_share_energy
Burundi,1962,BDI,2887397.0,1945978112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1963,BDI,2948131.0,2024692224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1964,BDI,3033227.0,2146734720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1965,BDI,3118139.0,2228968960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1966,BDI,3193389.0,2329584640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1967,BDI,3274496.0,2544875520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1968,BDI,3352406.0,2516573440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1969,BDI,3424431.0,2480923136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1970,BDI,3497842.0,3145068288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1971,BDI,3582080.0,3244323584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1972,BDI,3579196.0,3056965376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1973,BDI,3571455.0,3260400896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1974,BDI,3660036.0,3249841920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1975,BDI,3749235.0,3246179840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1976,BDI,3830894.0,3584117504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1977,BDI,3927429.0,3911103232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1978,BDI,4039416.0,4095032832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1979,BDI,4137435.0,4165106688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,1980,BDI,4312846.0,4081883648.0,,,,,,,,,,,,,,,,,,,,,0.467,,,,,,
Burundi,1981,BDI,4490745.0,4516507136.0,,,,,,,,,,,,,,,,,,,,,0.528,,,,,,
Burundi,1982,BDI,4602275.0,4482358784.0,,,,,,,,,,,,,,,,,,,,,0.464,,,,,,
Burundi,1983,BDI,4726511.0,4616672768.0,,,,,,,,,,,,,,,,,,,,,0.588,,,,,,
Burundi,1984,BDI,4842271.0,4605245440.0,,,,,,,,,,,,,,,,,,,,,0.757,,,,,,
Burundi,1985,BDI,4948031.0,5124898304.0,,,,,,,,,,,,,,,,,,,,,0.784,,,,,,
Burundi,1986,BDI,5041711.0,5315582464.0,,,,,,,,,,,,,,,,,,,,,0.822,,,,,,
Burundi,1987,BDI,5157770.0,5518938112.0,,,,,,,,,,,,,,,,,,,,,0.948,,,,,,
Burundi,1988,BDI,5271844.0,5769869312.0,,,,,,,,,,,,,,,,,,,,,1.361,,,,,,
Burundi,1989,BDI,5373706.0,5847419392.0,,,,,,,,,,,,,,,,,,,,,1.511,,,,,,
Burundi,1990,BDI,5483800.0,6041848320.0,,,,,,,,,,,,,,,,,,,,,1.591,,,,,,
Burundi,1991,BDI,5594838.0,6316030464.0,,,,,,,,,,,,,,,,,,,,,1.794,,,,,,
Burundi,1992,BDI,5743083.0,6377442304.0,,,,,,,,,,,,,,,,,,,,,1.657,,,,,,
Burundi,1993,BDI,5555227.0,5844277760.0,,,,,,,,,,,,,,,,,,,,,1.858,,,,,,
Burundi,1994,BDI,5586415.0,5760142336.0,,,,,,,,,,,,,,,,,,,,,1.946,,,,,,
Burundi,1995,BDI,5932789.0,5429588480.0,,,,,,,,,,,,,,,,,,,,,1.879,,,,,,
Burundi,1996,BDI,5930512.0,4794534912.0,,,,,,,,,,,,,,,,,,,,,1.957,,,,,,
Burundi,1997,BDI,5923863.0,4657583104.0,,,,,,,,,,,,,,,,,,,,,1.958,,,,,,
Burundi,1998,BDI,6035347.0,4813570048.0,,,,,,,,,,,,,,,,,,,,,1.981,,,,,,
Burundi,1999,BDI,6180189.0,4732759552.0,,,,,,,,,,,,,,,,,,,,,1.951,,,,,,
Burundi,2000,BDI,6307665.0,4647177728.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.652,,,,,,
Burundi,2001,BDI,6465731.0,4722946048.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.407,,,,,,
Burundi,2002,BDI,6648951.0,4917697536.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.331,,,,,,
Burundi,2003,BDI,6860854.0,4852463616.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.079,,,,,,
Burundi,2004,BDI,7120502.0,5086686720.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.244,,,,,,
Burundi,2005,BDI,7388869.0,5144958976.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.079,,,,,,
Burundi,2006,BDI,7658194.0,5422210048.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.25,,,,,,
Burundi,2007,BDI,7944613.0,5601360896.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.956,,,,,,
Burundi,2008,BDI,8278112.0,5894788608.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.287,,,,,,
Burundi,2009,BDI,8709371.0,6197654016.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.299,,,,,,
Burundi,2010,BDI,9126612.0,6558969344.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.822,,,,,,
Burundi,2011,BDI,9455737.0,6787359744.0,,,71.429,,,,,,,0.01,,,,,,,,,,,2.143,,,,,,
Burundi,2012,BDI,9795479.0,7086795776.0,,,66.667,,,,,,,0.01,,,,,,,,,,,2.018,,,,,,
Burundi,2013,BDI,10149583.0,7430922240.0,,,111.111,,,,,,,0.02,,,,,,,,,,,2.201,,,,,,
Burundi,2014,BDI,10494920.0,7764239872.0,,,157.895,,,,,,,0.03,,,,,,,,,,,2.058,,,,,,
Burundi,2015,BDI,10727153.0,7340438016.0,,,111.111,,,,,,,0.02,,,,,,,,,,,2.078,,,,,,
Burundi,2016,BDI,10903329.0,7129464832.0,,,105.263,,,,,,,0.02,,,,,,,,,,,2.273,,,,,,
Burundi,2017,BDI,11155592.0,7354276864.0,,,206.897,,,,,,,0.06,,,,,,,,,,,2.754,,,,,,
Burundi,2018,BDI,11493476.0,7314108928.0,,,259.259,,,,,,,0.07,,,,,,,,,,,3.342,,,,,,
Burundi,2019,BDI,11874838.0,,,,250.0,,,,,,,0.09,,,,,,,,,,,3.673,,,,,,
Burundi,2020,BDI,12220229.0,,,,257.143,,,,,,,0.09,,,,,,,,,,,3.532,,,,,,
Burundi,2021,BDI,12551215.0,,,,250.0,,,,,,,0.09,,,,,,,,,,,3.689,,,,,,
Burundi,2022,BDI,12889583.0,,,,250.0,,,,,,,0.09,,,,,,,,,,,,,,,,,
CIS (EI),1965,,,,,,,3459.188,50.011,6670.796,96.442,1216.758,17.591,,240.799,3.481,246.079,3.558,5.279,0.076,1994.849,28.84,0.0,0.0,6916.875,240.799,3.481,0.0,0.0,0.0,0.0
CIS (EI),1966,,,,,,,3585.219,48.737,7078.841,96.229,1357.374,18.452,,271.52,3.691,277.376,3.771,5.856,0.08,2136.247,29.04,,,7356.216,271.52,3.691,,,,
CIS (EI),1967,,,,,,,3640.72,47.093,7462.688,96.53,1494.425,19.33,,261.903,3.388,268.299,3.47,6.395,0.083,2327.543,30.107,,,7730.988,261.903,3.388,,,,
CIS (EI),1968,,,,,,,3608.97,44.998,7703.69,96.053,1613.604,20.119,,307.645,3.836,316.536,3.947,8.891,0.111,2481.116,30.936,,,8020.227,307.645,3.836,,,,
CIS (EI),1969,,,,,,,3660.708,43.713,8023.521,95.81,1724.434,20.592,,340.589,4.067,350.897,4.19,10.308,0.123,2638.379,31.505,,,8374.417,340.589,4.067,,,,
CIS (EI),1970,,,,,,,3630.394,41.208,8429.683,95.684,1894.847,21.508,,367.781,4.175,380.234,4.316,12.452,0.141,2904.442,32.968,,,8809.916,367.781,4.175,,,,
CIS (EI),1971,,,,,,,3703.805,40.074,8854.193,95.8,2071.218,22.41,,372.873,4.034,388.16,4.2,15.286,0.165,3079.17,33.316,,,9242.354,372.873,4.034,,,,
CIS (EI),1972,,,,,,,3807.327,39.183,9325.471,95.973,2178.483,22.42,,363.411,3.74,391.313,4.027,27.902,0.287,3339.661,34.37,,,9716.784,363.411,3.74,,,,
CIS (EI),1973,,,,,,,3848.096,37.689,9807.643,96.059,2369.149,23.204,,361.773,3.543,402.378,3.941,40.605,0.398,3590.398,35.165,,,10210.021,361.773,3.543,,,,
CIS (EI),1974,,,,,,,3866.987,35.89,10323.314,95.811,2512.157,23.316,,390.411,3.623,451.306,4.189,60.895,0.565,3944.171,36.606,,,10774.621,390.411,3.623,,,,
CIS (EI),1975,,,,,,,3977.059,35.175,10852.624,95.987,2740.969,24.243,,372.542,3.295,453.739,4.013,81.197,0.718,4134.596,36.569,,,11306.364,372.542,3.295,,,,
CIS (EI),1976,,,,,,,3972.753,33.819,11237.641,95.662,3016.267,25.676,,401.367,3.417,509.626,4.338,108.259,0.922,4248.621,36.167,,,11747.266,401.367,3.417,,,,
CIS (EI),1977,,,,,,,4044.115,32.948,11694.834,95.279,3231.969,26.331,,434.719,3.542,579.52,4.721,144.801,1.18,4418.75,36.0,,,12274.353,434.719,3.542,,,,
CIS (EI),1978,,,,,,,4019.64,31.389,12155.222,94.919,3446.476,26.913,,501.804,3.919,650.668,5.081,148.864,1.162,4689.105,36.617,,,12805.889,501.804,3.919,,,,
CIS (EI),1979,,,,,,,4048.735,30.774,12478.68,94.848,3658.601,27.808,,508.67,3.866,677.836,5.152,169.166,1.286,4771.343,36.266,,,13156.517,508.67,3.866,,,,
CIS (EI),1980,,,,,,,3925.49,29.182,12697.965,94.397,3770.774,28.032,,543.903,4.043,753.661,5.603,209.758,1.559,5001.702,37.183,,,13451.627,543.903,4.043,,,,
CIS (EI),1981,,,,,,,3900.584,28.392,12938.938,94.182,3993.042,29.065,,552.2,4.019,799.315,5.818,247.115,1.799,5045.311,36.725,,,13738.253,552.2,4.019,,,,
CIS (EI),1982,,,,,,,3960.327,28.127,13279.264,94.311,4310.458,30.614,,516.518,3.668,800.99,5.689,284.472,2.02,5008.479,35.571,,,14080.254,516.518,3.668,,,,
CIS (EI),1983,,,,,,,3970.486,27.617,13527.699,94.092,4621.894,32.148,,533.328,3.71,849.415,5.908,316.086,2.199,4935.318,34.328,,,14377.112,533.328,3.71,,,,
CIS (EI),1984,,,,,,,3933.012,26.36,13912.219,93.242,5043.178,33.8,,600.233,4.023,1008.264,6.758,408.03,2.735,4936.029,33.082,,,14920.483,600.233,4.023,,,,
CIS (EI),1985,,,,,,,2854.359,23.818,11113.453,92.735,4341.588,36.228,,573.928,4.789,870.69,7.265,296.762,2.476,3917.506,32.689,,,11984.144,573.928,4.789,,,,
CIS (EI),1986,,,,,,,2948.259,24.056,11372.044,92.79,4456.04,36.359,,577.208,4.71,883.588,7.21,306.38,2.5,3967.745,32.375,,,12255.632,577.208,4.71,,,,
CIS (EI),1987,,,,,,,2998.835,23.756,11674.885,92.485,4698.34,37.219,,582.462,4.614,948.595,7.515,366.134,2.9,3977.71,31.51,,,12623.481,582.462,4.614,,,,
CIS (EI),1988,,,,,,,2977.579,23.109,11882.69,92.222,4951.384,38.428,,605.945,4.703,1002.138,7.778,396.192,3.075,3953.728,30.685,,,12884.827,605.945,4.703,,,,
CIS (EI),1989,,,,,,,2875.714,22.288,11922.714,92.407,5062.318,39.235,,588.904,4.564,979.679,7.593,390.775,3.029,3984.682,30.883,,,12902.393,588.904,4.564,,,,
CIS (EI),1990,,,,,,,2673.044,20.969,11786.83,92.465,5110.077,40.087,,624.63,4.9,960.577,7.535,335.749,2.634,4003.709,31.408,0.198,0.002,12747.406,624.828,4.902,0.0,0.0,0.0,0.0
CIS (EI),1991,,,,,,,2475.718,19.762,11560.322,92.277,5205.241,41.55,,625.28,4.991,967.463,7.723,341.986,2.73,3879.363,30.966,0.197,0.002,12527.785,625.477,4.993,0.0,0.0,0.0,0.0
CIS (EI),1992,,,,,,,2331.767,19.495,10981.137,91.809,5052.377,42.241,,638.711,5.34,979.659,8.191,340.757,2.849,3596.994,30.073,0.191,0.002,11960.797,638.902,5.342,0.0,0.0,0.0,0.0
CIS (EI),1993,,,,,,,2101.509,18.982,10073.508,90.987,5001.421,45.175,,658.164,5.945,997.804,9.013,339.459,3.066,2970.578,26.831,0.182,0.002,11071.312,658.345,5.946,0.0,0.0,0.0,0.0
CIS (EI),1994,,,,,,,1880.561,18.62,9151.474,90.613,4697.723,46.514,,669.255,6.627,948.083,9.387,278.644,2.759,2573.19,25.478,0.184,0.002,10099.557,669.439,6.628,0.0,0.0,0.0,0.0
CIS (EI),1995,,,,0.0,0.0,,1738.259,18.298,8564.614,90.156,4558.915,47.99,,651.47,6.858,935.159,9.844,283.512,2.984,2267.441,23.868,0.178,0.002,9499.773,651.647,6.86,0.0,0.0,0.0,0.0
CIS (EI),1996,,,,0.0,0.0,,1681.799,18.302,8284.941,90.159,4612.146,50.191,,587.897,6.398,904.277,9.841,316.208,3.441,1990.997,21.667,0.172,0.002,9189.219,588.069,6.4,0.0,0.0,0.0,0.0
CIS (EI),1997,,,,0.0,0.0,,1533.064,17.681,7771.944,89.637,4274.73,49.302,,585.052,6.748,898.501,10.363,313.277,3.613,1964.15,22.653,0.172,0.002,8670.445,585.224,6.75,0.0,0.0,0.0,0.0
CIS (EI),1998,,,,0.0,0.0,,1447.384,16.727,7767.283,89.764,4436.258,51.268,,586.483,6.778,885.722,10.236,299.064,3.456,1883.641,21.769,0.175,0.002,8653.004,586.658,6.78,0.0,0.0,0.0,0.0
CIS (EI),1999,,,,0.0,0.0,,1438.251,16.411,7811.542,89.13,4482.27,51.143,,600.754,6.855,952.645,10.87,351.716,4.013,1891.02,21.577,0.175,0.002,8764.187,600.929,6.857,0.0,0.0,0.0,0.0
CIS (EI),2000,,,,0.0,0.0,,1467.06,16.573,7858.911,88.78,4517.85,51.037,,616.326,6.963,993.159,11.22,376.595,4.254,1874.001,21.17,0.232,0.003,8852.07,616.564,6.965,0.0,0.0,0.006,0.0
CIS (EI),2001,,,,0.0,0.0,,1481.872,16.409,8000.568,88.591,4632.826,51.299,,638.4,7.069,1030.373,11.409,391.634,4.337,1885.87,20.882,0.33,0.004,9030.94,638.739,7.073,0.0,0.0,0.009,0.0
CIS (EI),2002,,,,0.0,0.0,,1493.089,16.576,7998.542,88.801,4663.421,51.774,,605.144,6.718,1008.734,11.199,403.081,4.475,1842.031,20.45,0.492,0.005,9007.275,605.654,6.724,0.0,0.0,0.018,0.0
CIS (EI),2003,,,,0.0,0.0,,1526.634,16.572,8190.604,88.91,4744.841,51.506,,596.595,6.476,1021.609,11.09,423.954,4.602,1919.129,20.832,1.035,0.011,9212.213,597.655,6.488,0.0,0.0,0.025,0.0
CIS (EI),2004,,,,0.0,0.0,,1497.051,15.986,8306.396,88.7,4908.078,52.411,,650.641,6.948,1058.159,11.3,406.233,4.338,1901.267,20.303,1.262,0.013,9364.555,651.926,6.962,0.0,0.0,0.023,0.0
CIS (EI),2005,,,,0.0,0.0,,1440.125,15.34,8328.883,88.716,4985.125,53.099,,640.035,6.817,1059.414,11.284,418.099,4.453,1903.633,20.277,1.258,0.013,9388.296,641.315,6.831,0.0,0.0,0.022,0.0
CIS (EI),2006,,,,0.0,0.0,,1485.124,15.244,8675.051,89.043,5182.689,53.196,,631.712,6.484,1067.492,10.957,434.348,4.458,2007.237,20.603,1.408,0.014,9742.543,633.144,6.499,0.0,0.0,0.025,0.0
CIS (EI),2007,,,,0.0,0.0,,1480.941,15.008,8782.335,88.998,5290.828,53.616,,643.027,6.516,1085.647,11.002,441.224,4.471,2010.566,20.375,1.366,0.014,9867.982,644.423,6.53,0.0,0.0,0.03,0.0
CIS (EI),2008,,,,0.082,0.001,,1595.266,16.166,8836.443,89.547,5192.539,52.62,,583.556,5.914,1031.493,10.453,446.397,4.524,2048.639,20.761,1.436,0.015,9867.938,585.097,5.929,0.0,0.0,0.023,0.0
CIS (EI),2009,,,,0.236,0.003,,1461.026,15.458,8395.129,88.821,4979.131,52.68,,609.701,6.451,1056.574,11.179,445.063,4.709,1954.973,20.684,1.542,0.016,9451.703,611.51,6.47,0.0,0.0,0.031,0.0
CIS (EI),2010,,,,0.391,0.004,,1469.359,14.94,8770.529,89.176,5290.293,53.79,,601.851,6.119,1064.507,10.824,460.52,4.682,2010.876,20.446,1.717,0.017,9835.035,603.986,6.141,0.001,0.0,0.027,0.0
CIS (EI),2011,,,,0.319,0.003,,1547.89,15.08,9210.961,89.735,5472.34,53.313,,586.898,5.718,1053.608,10.265,464.554,4.526,2190.731,21.343,1.798,0.018,10264.569,589.054,5.739,0.005,0.0,0.035,0.0
CIS (EI),2012,,,,0.339,0.003,,1622.403,15.608,9335.614,89.809,5430.249,52.239,,584.133,5.619,1059.389,10.191,473.199,4.552,2282.962,21.962,1.652,0.016,10395.003,586.19,5.639,0.017,0.0,0.05,0.0
CIS (EI),2013,,,,0.267,0.003,,1534.247,14.992,9148.836,89.4,5349.814,52.277,,625.312,6.11,1084.788,10.6,457.332,4.469,2264.775,22.131,1.768,0.017,10233.625,627.456,6.131,0.051,0.001,0.058,0.001
CIS (EI),2014,,,,0.288,0.003,,1496.964,14.489,9253.002,89.561,5397.772,52.245,,599.102,5.799,1078.554,10.439,476.312,4.61,2358.265,22.826,2.032,0.02,10331.557,602.243,5.829,0.481,0.005,0.34,0.003
CIS (EI),2015,,,,0.226,0.002,,1434.804,14.222,8991.713,89.13,5284.361,52.381,,580.136,5.751,1096.588,10.87,512.331,5.078,2272.548,22.527,1.901,0.019,10088.301,584.256,5.791,1.107,0.011,0.886,0.009
CIS (EI),2016,,,,0.6,0.006,,1457.068,14.133,9161.243,88.863,5379.618,52.182,,631.428,6.125,1148.134,11.137,511.193,4.959,2324.556,22.548,1.796,0.017,10309.377,636.941,6.178,1.714,0.017,1.403,0.014
CIS (EI),2017,,,,0.994,0.01,,1433.388,13.734,9265.253,88.772,5512.449,52.816,,639.639,6.128,1171.875,11.228,525.464,5.035,2319.416,22.223,2.071,0.02,10437.128,646.411,6.193,2.092,0.02,1.615,0.015
CIS (EI),2018,,,,1.32,0.012,,1495.259,13.774,9676.832,89.138,5799.562,53.423,,646.386,5.954,1179.126,10.862,524.667,4.833,2382.011,21.942,2.039,0.019,10855.958,654.459,6.029,2.52,0.023,2.194,0.02
CIS (EI),2019,,,,1.818,0.017,,1452.198,13.446,9598.744,88.878,5728.685,53.044,,654.91,6.064,1201.137,11.122,534.182,4.946,2417.861,22.388,2.213,0.02,10799.88,666.955,6.176,4.441,0.041,3.572,0.033
CIS (EI),2020,,,,2.132,0.02,,1356.588,12.946,9214.016,87.932,5549.553,52.961,,691.342,6.598,1264.515,12.068,551.94,5.267,2307.876,22.025,3.607,0.034,10478.531,712.575,6.8,8.926,0.085,6.568,0.063
CIS (EI),2021,,,,2.803,0.025,,1404.048,12.418,10005.262,88.49,6169.005,54.561,,693.295,6.132,1301.415,11.51,577.947,5.112,2432.209,21.511,3.588,0.032,11306.678,723.468,6.399,11.518,0.102,12.265,0.108
CIS (EI),2022,,,,3.637,0.034,,1353.05,12.698,9392.034,88.145,5512.274,51.733,,645.994,6.063,1263.181,11.855,578.504,5.429,2526.71,23.713,3.759,0.035,10655.215,684.677,6.426,12.752,0.12,18.535,0.174
Canada,1900,CAN,5414425.0,25320480768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1901,CAN,5526732.0,27331231744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1902,CAN,5660474.0,30001500160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1903,CAN,5816421.0,30890283008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1904,CAN,5976663.0,31336632320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1905,CAN,6141319.0,35010547712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1906,CAN,6310511.0,38508658688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1907,CAN,6484363.0,40743493632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1908,CAN,6663003.0,38793220096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1909,CAN,6835990.0,42916040704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1910,CAN,7002961.0,46585430016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1911,CAN,7163537.0,49758150656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1912,CAN,7317326.0,53039153152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1913,CAN,7463921.0,55654977536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1914,CAN,7613451.0,51924688896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1915,CAN,7765975.0,55264677888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1916,CAN,7921554.0,60832882688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1917,CAN,8080249.0,63343882240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1918,CAN,8245222.0,59279544320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1919,CAN,8408944.0,54758486016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1920,CAN,8571309.0,54142889984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1921,CAN,8732206.0,48308826112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1922,CAN,8891519.0,55375314944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1923,CAN,9049130.0,58664529920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1924,CAN,9209535.0,59548565504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1925,CAN,9372783.0,66059980800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1926,CAN,9538925.0,69622784000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1927,CAN,9708012.0,76526026752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1928,CAN,9880096.0,83322109952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1929,CAN,10041248.0,83202572288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1930,CAN,10191122.0,80432472064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1931,CAN,10329362.0,68012974080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1932,CAN,10455609.0,63166488576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1933,CAN,10569491.0,58656866304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1934,CAN,10684614.0,64889491456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1935,CAN,10800991.0,70134530048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1936,CAN,10918635.0,73911484416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1937,CAN,11037560.0,80861331456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1938,CAN,11157781.0,82981191680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1939,CAN,11296195.0,87932002304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1940,CAN,11453308.0,100014219264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1941,CAN,11629639.0,113984610304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1942,CAN,11825718.0,134172491776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1943,CAN,12042086.0,140255363072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1944,CAN,12262412.0,145547558912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1945,CAN,12486770.0,141033472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1946,CAN,12715233.0,139580424192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1947,CAN,12947875.0,145755504640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1948,CAN,13184774.0,148419985408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1949,CAN,13449459.0,151660937216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1950,CAN,13743068.0,162840739840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1951,CAN,14085723.0,172068421632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1952,CAN,14485746.0,184612798464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1953,CAN,14901533.0,193223622656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1954,CAN,15323199.0,191887998976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1955,CAN,15733926.0,209810259968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1956,CAN,16167046.0,226794192896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1957,CAN,16650052.0,233362309120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1958,CAN,17113392.0,237535641600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1959,CAN,17524910.0,247152361472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1960,CAN,17909358.0,254857904128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1961,CAN,18273690.0,262380470272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1962,CAN,18622354.0,280743739392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1963,CAN,18971014.0,294939623424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1964,CAN,19326326.0,314154778624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1965,CAN,19688808.0,335067021312.0,,,,179.986,12.958,1039.488,74.835,216.684,15.6,,349.185,25.139,349.548,25.165,0.363,0.026,642.818,46.278,,,1389.036,349.185,25.139,,,,
Canada,1966,CAN,20055242.0,356785356800.0,,,,176.45,11.932,1090.938,73.772,237.225,16.042,,387.366,26.195,387.854,26.228,0.488,0.033,677.262,45.798,,,1478.791,387.366,26.195,,,,
Canada,1967,CAN,20408046.0,367635431424.0,,,,174.822,11.306,1149.846,74.362,251.917,16.292,,396.012,25.61,396.446,25.639,0.434,0.028,723.106,46.764,,,1546.292,396.012,25.61,,,,
Canada,1968,CAN,20731928.0,386855305216.0,,,,189.93,11.542,1240.243,75.368,280.521,17.047,,402.742,24.474,405.347,24.632,2.605,0.158,769.793,46.779,,,1645.59,402.742,24.474,,,,
Canada,1969,CAN,21033938.0,407256006656.0,,,,183.37,10.506,1298.412,74.393,313.496,17.962,,445.435,25.521,446.936,25.607,1.501,0.086,801.545,45.925,,,1745.348,445.435,25.521,,,,
Canada,1970,CAN,21434580.0,417751990272.0,,,,196.873,10.536,1398.011,74.817,346.339,18.535,,467.609,25.025,470.552,25.183,2.943,0.157,854.8,45.746,,,1868.563,467.609,25.025,,,,
